C00001	H2O
C00002	ATP
C00003	NAD+
C00004	NADH
C00005	NADPH
C00006	NADP+
C00007	OXYGEN
C00008	ADP
C00009	ORTHOPHOSPHATE
C00010	COA
C00011	CO2
C00013	DIPHOSPHATE
C00014	NH3
C00015	UDP
C00016	FAD
C00018	PYRIDOXAL_PHOSPHATE
C00019	S-ADENOSYL-L-METHIONINE
C00020	AMP
C00021	S-ADENOSYL-L-HOMOCYSTEINE
C00022	PYRUVATE
C00023	IRON
C00024	ACETYL-COA
C00025	L-GLUTAMATE
C00026	2-OXOGLUTARATE
C00027	HYDROGEN_PEROXIDE
C00029	UDP-GLUCOSE
C00031	D-GLUCOSE
C00033	ACETATE
C00034	MANGANESE
C00035	GDP
C00036	OXALOACETATE
C00037	GLYCINE
C00041	L-ALANINE
C00042	SUCCINATE
C00043	UDP-N-ACETYL-D-GLUCOSAMINE
C00044	GTP
C00047	L-LYSINE
C00048	GLYOXYLATE
C00049	L-ASPARTATE
C00051	GLUTATHIONE
C00052	UDP-D-GALACTOSE
C00053	3'-PHOSPHOADENYLYL_SULFATE
C00054	ADENOSINE_3',5'-BISPHOSPHATE
C00055	CMP
C00058	FORMATE
C00059	SULFATE
C00061	FMN
C00062	L-ARGININE
C00063	CTP
C00064	L-GLUTAMINE
C00065	L-SERINE
C00067	FORMALDEHYDE
C00068	THIAMIN_DIPHOSPHATE
C00072	ASCORBATE
C00073	L-METHIONINE
C00074	PHOSPHOENOLPYRUVATE
C00075	UTP
C00077	L-ORNITHINE
C00078	L-TRYPTOPHAN
C00079	L-PHENYLALANINE
C00080	H+
C00080	H+-TL
C00081	ITP
C00082	L-TYROSINE
C00083	MALONYL-COA
C00084	ACETALDEHYDE
C00085	D-FRUCTOSE_6-PHOSPHATE
C00086	UREA
C00087	SULFUR
C00088	NITRITE
C00089	SUCROSE
C00090	CATECHOL
C00091	SUCCINYL-COA
C00092	D-GLUCOSE_6-PHOSPHATE
C00093	SN-GLYCEROL_3-PHOSPHATE
C00094	SULFITE
C00095	D-FRUCTOSE
C00096	GDP-MANNOSE
C00097	L-CYSTEINE
C00099	BETA-ALANINE
C00100	PROPANOYL-COA
C00101	TETRAHYDROFOLATE
C00102	2,6-DICHLOROINDOPHENOL
C00103	D-GLUCOSE_1-PHOSPHATE
C00104	IDP
C00105	UMP
C00106	URACIL
C00108	ANTHRANILATE
C00109	2-OXOBUTANOATE
C00110	DOLICHYL_PHOSPHATE
C00111	GLYCERONE_PHOSPHATE
C00112	CDP
C00113	PQQ
C00114	CHOLINE
C00116	GLYCEROL
C00117	D-RIBOSE_5-PHOSPHATE
C00118	D-GLYCERALDEHYDE_3-PHOSPHATE
C00119	5-PHOSPHO-ALPHA-D-RIBOSE_1-DIPHOSPHATE
C00120	BIOTIN
C00121	D-RIBOSE
C00122	FUMARATE
C00123	L-LEUCINE
C00124	D-GALACTOSE
C00125	FERRICYTOCHROME_C
C00126	FERROCYTOCHROME_C
C00127	GLUTATHIONE_DISULFIDE
C00128	CMP-N-ACETYLNEURAMINATE
C00129	ISOPENTENYL_DIPHOSPHATE
C00130	IMP
C00131	DATP
C00132	METHANOL
C00133	D-ALANINE
C00134	PUTRESCINE
C00135	L-HISTIDINE
C00136	BUTANOYL-COA
C00137	MYO-INOSITOL
C00138	REDUCED_FERREDOXIN
C00139	OXIDIZED_FERREDOXIN
C00140	N-ACETYL-D-GLUCOSAMINE
C00141	3-METHYL-2-OXOBUTANOIC_ACID
C00143	5,10-METHYLENETETRAHYDROFOLATE
C00144	GMP
C00146	PHENOL
C00147	ADENINE
C00148	L-PROLINE
C00149	(S)-MALATE
C00152	L-ASPARAGINE
C00153	NICOTINAMIDE
C00154	PALMITOYL-COA
C00155	L-HOMOCYSTEINE
C00156	4-HYDROXYBENZOATE
C00158	CITRATE
C00159	D-MANNOSE
C00160	GLYCOLATE
C00163	PROPANOATE
C00164	ACETOACETATE
C00166	PHENYLPYRUVATE
C00167	UDP-GLUCURONATE
C00168	HYDROXYPYRUVATE
C00169	CARBAMOYL_PHOSPHATE
C00170	5'-METHYLTHIOADENOSINE
C00178	THYMINE
C00179	AGMATINE
C00180	BENZOATE
C00181	D-XYLOSE
C00182	GLYCOGEN
C00183	L-VALINE
C00184	GLYCERONE
C00185	CELLOBIOSE
C00186	(S)-LACTATE
C00187	CHOLESTEROL
C00188	L-THREONINE
C00189	ETHANOLAMINE
C00190	UDP-D-XYLOSE
C00191	D-GLUCURONATE
C00192	HYDROXYLAMINE
C00193	AROMATIC_ALDEHYDE
C00196	2,3-DIHYDROXYBENZOATE
C00197	3-PHOSPHO-D-GLYCERATE
C00198	D-GLUCONO-1,5-LACTONE
C00199	D-RIBULOSE_5-PHOSPHATE
C00200	PHENAZINE_METHOSULFATE
C00203	UDP-N-ACETYL-D-GALACTOSAMINE
C00204	2-DEHYDRO-3-DEOXY-D-GLUCONATE
C00206	DADP
C00207	ACETONE
C00208	MALTOSE
C00209	OXALATE
C00212	ADENOSINE
C00213	SARCOSINE
C00214	THYMIDINE
C00216	D-ARABINOSE
C00217	D-GLUTAMATE
C00218	METHYLAMINE
C00219	(5Z,8Z,11Z,14Z)-ICOSATETRAENOIC_ACID
C00220	METHYLENE_BLUE
C00221	BETA-D-GLUCOSE
